fke0,kcp,fkpc,fvol0,mmpower,svol,prob
0.2089421272277832,0.03779909679889679,0.06164049314260483,1.0206284794807434,0.9459492623806,5e-25,0.02738275712968212
0.06498829126358034,0.25206656465530397,0.00557896978855133,0.7377690913677215,1.712030225992201,5e-25,0.05869081283043997
0.2068327522277832,0.0713592530488968,7.3346189260482e-4,0.6822886357307434,1.0055684030056002,5e-25,0.0539887889085306
0.35914626121520993,0.7129898340463638,0.990516971898079,0.4010446124076843,0.8498356640338904,5e-25,0.06206309595243053
0.4507470679283143,0.02147484786510467,6.8430073261261e-4,3.5199231176376338,3.4979466319084156,5e-25,0.0304317816542401
0.09599136590957642,0.08525813722610474,0.00110675785541534,0.49224263238906857,1.9038755714893327,5e-25,0.048037395150921
0.8874101591110231,0.02057407431602477,5.4134494066238e-4,0.6805481524467468,1.5709303081035615,5e-25,0.01117151350374807
0.05005967378616333,0.8277596834659576,0.8765298045396802,4.398623741626739,0.7505051136016845,5e-25,0.01231643012498416
0.4072233772277832,0.03389675304889679,0.00619947751760483,0.5628745732307435,0.7536641061306,5e-25,0.01921762018855951
0.2237077522277832,0.1203336671113968,5.3824704885482e-4,0.7360249638557433,1.0920430123805998,5e-25,0.08162387357868264
0.38651683092117306,0.6740728154420853,0.9659394183039666,0.2113608453273773,1.213877803087234,5e-25,0.02869846391880651
0.05116714715957642,0.11257454347610474,5.2111332416534e-4,1.6764320855140686,1.4172544777393343,5e-25,0.04932954897302819
0.1751921272277832,0.0916514405488968,7.3346189260482e-4,0.7778198857307433,0.7719258248806,5e-25,0.03142996023912319
0.1525641107559204,0.11251113991737367,0.9188890426397324,0.3032658455371857,0.9690889596939088,5e-25,0.02651538404920858
0.2714831519126893,0.219683066034317,0.00571623022556305,0.40146296977996826,0.7610372960567475,5e-25,0.00573564532814294
0.7933647871017457,0.9645895173549652,0.7274426651239396,0.6965113286972046,0.8038092851638794,5e-25,0.01624673840370645
0.07742065191268921,0.247975058221817,0.01450089819431305,0.3417559385299683,0.7932638585567475,5e-25,0.02180244634259734
0.4789421272277832,0.0963342530488968,0.05578404783010483,0.5509331669807435,0.8465840280055998,5e-25,0.01300324836206812
0.0501734209060669,0.12683246042728427,0.7784668972492215,0.307156423330307,0.8163535952568074,5e-25,0.00843874550513706
0.11438614845275878,0.26041270711421954,0.1382179956316948,0.03664246487617493,0.996140730381012,5e-25,0.01114901486760179
0.05042093515396118,0.00867230696678161,0.507981932842731,5.418196614265441,0.7503021895885501,5e-25,0.01171994083079867
0.17642235994338992,0.9983373357534407,0.9057193088173864,0.5167019617557526,3.4078656792640687,5e-25,0.01752606760733428
0.1940785264968872,0.979801798391342,0.8530498340129853,1.0883472244739534,2.5774658024311066,5e-25,0.01209643266960603
0.6068600654602052,0.02569425704479217,0.2573980875372886,1.2374019796848297,0.9575739562511444,5e-25,0.01545243512585678
0.06920704126358034,0.22065269746780392,0.05243053228855134,0.24419096636772153,3.4979188978672036,5e-25,0.01236313788867709
0.10303229331970216,0.6046840274572381,0.423643424987793,0.12598945999145506,3.499433320760728,5e-25,0.02068068483854088
0.2081936621665955,0.04418916087150574,0.5851184141635893,0.5790901730060578,1.7827482938766486,5e-25,0.02059184302601459
0.29486883878707876,0.7465483230352395,0.11466889445781708,0.05604870772361756,0.7500498950481411,5e-25,0.00725655554495355
0.2609362769126893,0.019883066034317,0.00571623022556305,0.43330671977996826,1.0833029210567475,5e-25,0.00587546055689386
0.21840051889419557,0.12190005893707274,0.15535069563388826,0.6566881771087646,1.0072748661041258,5e-25,0.04844328074411989
0.1396117448806763,0.7350817584753038,0.8368023923397063,0.36833936691284186,3.49815440773964,5e-25,0.00778590909829495
0.23497760057449343,0.2155862481832504,0.7106645069241524,0.4338888244628906,0.8110086619853974,5e-25,0.00357233648914899
0.05022266626358034,0.240554650592804,5.0338385105132e-4,0.4909800288677215,2.445184522867202,5e-25,0.06853648003016995
0.09177261590957642,0.08408743410110474,0.00110675785541534,1.4555160698890688,0.9155943214893346,5e-25,0.05300252956491717
0.11286636590957642,0.08642884035110472,0.11335529301166536,0.9380551323890683,3.408856040239336,5e-25,0.04465525613903225
0.2081936621665955,0.04496962962150574,0.5857040586948394,0.5989925167560578,1.7827482938766486,5e-25,0.03316838483400206
